iter	Passed	Remaining
423	2784	7066
424	2791	7061
425	2799	7057
426	2807	7055
427	2820	7064
428	2828	7060
429	2834	7054
430	2843	7053
431	2850	7046
432	2856	7039
433	2863	7032
434	2869	7024
435	2874	7014
436	2880	7005
437	2886	6998
438	2891	6988
439	2897	6981
440	2903	6973
441	2912	6970
442	2918	6964
443	2924	6954
444	2929	6945
445	2934	6936
446	2940	6925
447	2948	6924
448	2954	6915
449	2962	6912
450	2970	6909
451	2977	6902
452	2986	6902
453	3000	6912
454	3009	6911
455	3016	6906
456	3023	6899
457	3030	6894
458	3037	6888
459	3045	6885
460	3051	6877
461	3057	6869
462	3065	6865
463	3072	6859
464	3080	6857
465	3088	6852
466	3096	6849
467	3101	6839
468	3110	6838
469	3118	6834
470	3127	6832
471	3136	6831
472	3144	6827
473	3149	6818
474	3160	6819
475	3167	6814
476	3176	6811
477	3183	6806
478	3190	6801
479	3203	6808
480	3210	6801
481	3218	6797
482	3227	6796
483	3241	6805
484	3250	6803
485	3256	6793
486	3262	6785
487	3270	6782
488	3276	6773
489	3281	6764
490	3287	6755
491	3293	6747
492	3298	6738
493	3304	6728
494	3309	6719
495	3314	6709
496	3320	6700
497	3325	6690
498	3330	6680
499	3335	6671
500	3341	6662
501	3346	6652
502	3351	6643
503	3357	6634
504	3364	6629
505	3373	6626
506	3381	6622
507	3390	6621
508	3397	6614
509	3404	6609
510	3412	6603
511	3418	6596
512	3424	6588
513	3431	6581
514	3436	6572
515	3441	6563
516	3447	6554
517	3452	6545
518	3457	6536
519	3463	6527
520	3468	6518
521	3473	6508
522	3479	6499
523	3490	6500
524	3497	6494
525	3505	6491
526	3512	6484
527	3517	6475
528	3522	6465
529	3527	6456
530	3532	6446
531	3538	6438
532	3543	6428
533	3548	6419
534	3553	6409
535	3562	6407
536	3569	6400
537	3576	6394
538	3583	6388
539	3588	6379
540	3594	6371
541	3600	6364
542	3605	6355
543	3609	6343
544	3614	6334
545	3620	6325
546	3625	6316
547	3630	6306
548	3659	6339
549	3667	6334
550	3673	6327
551	3680	6320
552	3687	6315
553	3695	6310
554	3701	6302
555	3708	6296
556	3718	6295
557	3729	6296
558	3737	6291
559	3748	6291
560	3759	6292
561	3768	6290
562	3777	6287
563	3797	6301
564	3804	6295
565	3810	6288
566	3818	6284
567	3826	6278
568	3833	6272
569	3840	6266
570	3851	6266
571	3859	6261
572	3866	6254
573	3874	6249
574	3880	6242
575	3888	6237
576	3895	6231
577	3902	6225
578	3910	6220
579	3922	6221
580	3929	6215
581	3936	6209
582	3947	6209
583	3957	6207
584	3968	6206
585	3975	6200
586	3982	6194
587	3990	6189
588	3998	6184
589	4003	6174
590	4009	6166
591	4015	6158
592	4020	6149
593	4025	6140
594	4031	6131
595	4041	6129
596	4050	6126
597	4059	6122
598	4067	6117
599	4074	6112
600	4082	6106
601	4089	6100
602	4097	6095
603	4105	6090
604	4112	6083
605	4121	6079
606	4129	6074
607	4137	6070
608	4144	6063
609	4153	6059
610	4160	6052
611	4167	6047
612	4179	6047
613	4195	6053
614	4205	6051
615	4214	6048
616	4222	6042
617	4235	6044
618	4241	6037
619	4249	6031
620	4258	6027
621	4269	6027
622	4283	6030
623	4291	6024
624	4302	6022
625	4314	6023
626	4324	6020
627	4337	6022
628	4346	6018
629	4353	6012
630	4359	6004
631	4371	6003
632	4384	6004
633	4395	6003
634	4402	5997
635	4409	5989
636	4419	5987
637	4433	5989
638	4444	5989
639	4450	5980
640	4460	5978
641	4466	5969
642	4476	5966
643	4485	5962
644	4492	5955
645	4502	5952
646	4510	5947
647	4520	5943
648	4526	5935
649	4535	5930
650	4542	5923
651	4552	5921
652	4560	5914
653	4568	5909
654	4581	5909
655	4588	5902
656	4595	5896
657	4600	5887
658	4606	5878
659	4635	5899
660	4643	5894
661	4651	5888
662	4658	5881
663	4663	5872
664	4669	5862
665	4674	5853
666	4680	5845
667	4686	5837
668	4692	5829
669	4699	5821
670	4712	5821
671	4719	5815
672	4725	5806
673	4732	5799
674	4739	5792
675	4745	5784
676	4753	5779
677	4761	5772
678	4769	5766
679	4777	5760
680	4787	5757
681	4793	5749
682	4801	5742
683	4807	5735
684	4814	5728
685	4820	5720
686	4826	5712
687	4834	5705
688	4842	5700
689	4850	5693
690	4855	5685
691	4863	5678
692	4868	5669
693	4878	5665
694	4885	5659
695	4893	5652
696	4900	5645
697	4907	5638
698	4912	5629
699	4918	5621
700	4926	5614
701	4931	5605
702	4937	5597
703	4943	5589
704	4949	5581
705	4955	5573
706	4961	5564
707	4967	5556
708	4976	5552
709	4984	5545
710	4988	5536
711	4994	5527
712	5000	5519
713	5005	5510
714	5011	5502
715	5016	5492
716	5021	5483
717	5027	5475
718	5033	5467
719	5038	5458
720	5045	5450
721	5051	5442
722	5056	5434
723	5062	5426
724	5070	5420
725	5077	5413
726	5084	5406
727	5092	5399
728	5099	5393
729	5110	5390
730	5122	5389
731	5132	5384
732	5139	5378
733	5154	5378
734	5161	5371
735	5169	5365
736	5178	5361
737	5188	5357
738	5196	5350
739	5208	5348
740	5214	5340
741	5222	5335
742	5228	5326
743	5236	5321
744	5245	5316
745	5253	5309
746	5264	5306
747	5271	5299
748	5277	5291
749	5283	5283
750	5289	5275
751	5295	5267
752	5305	5263
753	5313	5257
754	5322	5251
755	5329	5245
756	5337	5238
757	5346	5233
758	5352	5225
759	5360	5219
760	5368	5213
761	5375	5206
762	5383	5199
763	5391	5193
764	5396	5185
765	5403	5178
766	5410	5170
767	5416	5162
768	5423	5155
769	5430	5148
770	5438	5141
771	5445	5135
772	5455	5130
773	5460	5122
774	5466	5113
775	5471	5105
776	5476	5096
777	5486	5091
778	5493	5084
779	5501	5078
780	5513	5075
781	5520	5068
782	5526	5060
783	5532	5052
784	5545	5051
785	5553	5044
786	5560	5037
787	5568	5031
788	5575	5024
789	5614	5046
790	5622	5039
791	5631	5034
792	5639	5028
793	5645	5020
794	5650	5011
795	5656	5002
796	5661	4993
797	5667	4985
798	5672	4976
799	5678	4968
800	5683	4959
801	5688	4951
802	5694	4942
803	5699	4933
804	5704	4925
805	5714	4920
806	5722	4914
807	5730	4908
808	5737	4900
809	5743	4892
810	5749	4884
811	5755	4876
812	5761	4868
813	5766	4859
814	5772	4851
815	5777	4842
816	5782	4833
817	5788	4825
818	5794	4818
819	5802	4811
820	5809	4804
821	5816	4797
822	5822	4789
823	5829	4782
824	5835	4774
825	5840	4765
826	5846	4757
827	5852	4749
828	5857	4741
829	5862	4732
830	5867	4723
831	5874	4716
832	5882	4709
833	5888	4702
834	5897	4697
835	5906	4691
836	5915	4685
837	5923	4679
838	5930	4672
839	5940	4667
840	5948	4661
841	5955	4654
842	5964	4648
843	5972	4642
844	5977	4633
845	5984	4626
846	5991	4618
847	6000	4613
848	6007	4606
849	6015	4599
850	6026	4596
851	6035	4590
852	6044	4584
853	6055	4580
854	6066	4576
855	6076	4571
856	6084	4564
857	6093	4559
858	6101	4553
859	6108	4545
860	6121	4543
861	6133	4539
862	6141	4532
863	6151	4528
864	6160	4522
865	6169	4516
866	6176	4509
867	6182	4501
868	6190	4494
869	6195	4486
870	6201	4478
871	6207	4470
872	6214	4462
873	6222	4456
874	6229	4449
875	6237	4443
876	6242	4434
877	6248	4426
878	6254	4418
879	6259	4410
880	6264	4401
881	6270	4393
882	6276	4385
883	6281	4377
884	6289	4370
885	6297	4364
886	6305	4357
887	6312	4350
888	6318	4342
889	6323	4334
890	6329	4325
891	6339	4321
892	6346	4313
893	6353	4306
894	6360	4299
895	6365	4290
896	6371	4282
897	6376	4274
898	6382	4266
899	6389	4259
900	6395	4252
901	6402	4244
902	6408	4237
903	6416	4230
904	6423	4222
905	6428	4214
906	6434	4206
907	6439	4198
908	6444	4190
909	6450	4182
910	6456	4174
911	6461	4165
912	6466	4157
913	6476	4152
914	6483	4144
915	6490	4138
916	6498	4131
917	6503	4123
918	6509	4115
919	6515	4107
920	6521	4099
921	6528	4092
922	6533	4084
923	6539	4076
924	6579	4089
925	6585	4082
926	6592	4075
927	6597	4066
928	6604	4059
929	6610	4051
930	6615	4043
931	6621	4035
932	6626	4027
933	6632	4019
934	6639	4011
935	6646	4004
936	6654	3998
937	6660	3990
938	6666	3982
939	6674	3976
940	6681	3969
941	6688	3962
942	6696	3955
943	6703	3948
944	6709	3940
945	6716	3933
946	6721	3925
947	6727	3917
948	6732	3908
949	6738	3901
950	6743	3892
951	6748	3884
952	6753	3876
953	6757	3867
954	6763	3859
955	6768	3851
956	6773	3843
957	6779	3835
958	6785	3827
959	6790	3819
960	6795	3811
961	6800	3803
962	6806	3795
963	6811	3787
964	6816	3779
965	6822	3771
966	6828	3763
967	6833	3755
968	6839	3747
969	6844	3739
970	6849	3731
971	6857	3725
972	6865	3718
973	6873	3712
974	6881	3705
975	6887	3697
976	6892	3689
977	6899	3682
978	6904	3674
979	6909	3666
980	6915	3658
981	6920	3650
982	6925	3642
983	6931	3634
984	6936	3626
985	6942	3619
986	6947	3611
987	6953	3603
988	6959	3595
989	6970	3591
990	6982	3586
991	6991	3580
992	7000	3574
993	7008	3567
994	7016	3561
995	7025	3555
996	7034	3549
997	7042	3542
998	7049	3535
999	7056	3528
1000	7064	3521
1001	7071	3514
1002	7079	3508
1003	7088	3502
1004	7099	3496
1005	7108	3490
1006	7117	3484
1007	7123	3476
1008	7129	3469
1009	7134	3461
1010	7139	3453
1011	7144	3445
1012	7150	3437
1013	7155	3429
1014	7160	3421
1015	7166	3413
1016	7171	3406
1017	7177	3398
1018	7182	3390
1019	7187	3382
1020	7192	3374
1021	7198	3366
1022	7201	3357
1023	7207	3350
1024	7212	3342
1025	7218	3334
1026	7223	3327
1027	7229	3319
1028	7235	3311
1029	7241	3304
1030	7248	3297
1031	7255	3290
1032	7265	3284
1033	7270	3276
1034	7276	3269
1035	7281	3261
1036	7287	3253
1037	7292	3245
1038	7297	3237
1039	7302	3230
1040	7307	3222
1041	7313	3214
1042	7319	3206
1043	7324	3199
1044	7330	3191
1045	7336	3184
1046	7341	3176
1047	7347	3168
1048	7352	3161
1049	7357	3153
1050	7362	3145
1051	7368	3137
1052	7373	3130
1053	7378	3122
1054	7384	3114
1055	7390	3107
1056	7395	3099
1057	7400	3091
1058	7405	3084
1059	7411	3076
1060	7416	3068
1061	7427	3063
1062	7433	3056
1063	7441	3049
1064	7449	3042
1065	7454	3034
1066	7460	3027
1067	7465	3019
1068	7471	3012
1069	7476	3004
1070	7481	2996
1071	7487	2989
1072	7492	2981
1073	7515	2980
1074	7539	2980
1075	7545	2973
1076	7551	2965
1077	7556	2958
1078	7561	2950
1079	7566	2942
1080	7571	2934
1081	7576	2927
1082	7581	2919
1083	7586	2911
1084	7592	2904
1085	7598	2896
1086	7603	2888
1087	7608	2881
1088	7614	2873
1089	7619	2866
1090	7628	2859
1091	7636	2853
1092	7644	2846
1093	7650	2839
1094	7655	2831
1095	7661	2824
1096	7667	2816
1097	7672	2809
1098	7678	2801
1099	7683	2794
1100	7688	2786
1101	7694	2779
1102	7699	2771
1103	7705	2763
1104	7710	2756
1105	7715	2748
1106	7721	2741
1107	7727	2733
1108	7732	2726
1109	7737	2718
1110	7743	2711
1111	7748	2703
1112	7753	2696
1113	7759	2688
1114	7764	2681
1115	7769	2673
1116	7775	2666
1117	7781	2658
1118	7786	2651
1119	7791	2643
1120	7796	2636
1121	7804	2629
1122	7812	2622
1123	7819	2615
1124	7826	2608
1125	7832	2601
1126	7841	2595
1127	7846	2587
1128	7852	2580
1129	7857	2572
1130	7862	2565
1131	7868	2557
1132	7873	2550
1133	7879	2543
1134	7884	2535
1135	7891	2528
1136	7897	2521
1137	7908	2515
1138	7913	2508
1139	7933	2505
1140	7940	2498
1141	7948	2491
1142	7955	2484
1143	7962	2477
1144	7968	2470
1145	7975	2463
1146	7983	2456
1147	7990	2449
1148	8001	2444
1149	8007	2437
1150	8015	2430
1151	8023	2423
1152	8035	2418
1153	8044	2411
1154	8053	2405
1155	8060	2398
1156	8065	2391
1157	8071	2383
1158	8077	2376
1159	8082	2369
1160	8088	2361
1161	8093	2354
1162	8098	2346
1163	8104	2339
1164	8110	2332
1165	8118	2325
1166	8124	2318
1167	8129	2310
1168	8134	2303
1169	8140	2295
1170	8145	2288
1171	8150	2281
1172	8155	2273
1173	8161	2266
1174	8166	2258
1175	8174	2252
1176	8180	2245
1177	8188	2238
1178	8195	2231
1179	8202	2224
1180	8210	2217
1181	8216	2210
1182	8221	2203
1183	8227	2195
1184	8232	2188
1185	8236	2180
1186	8241	2173
1187	8246	2165
1188	8251	2158
1189	8256	2150
1190	8261	2143
1191	8266	2136
1192	8271	2128
1193	8276	2121
1194	8281	2113
1195	8286	2106
1196	8291	2098
1197	8296	2091
1198	8301	2083
1199	8306	2076
1200	8311	2069
1201	8320	2062
1202	8326	2055
1203	8335	2049
1204	8344	2042
1205	8351	2035
1206	8356	2028
1207	8364	2021
1208	8369	2014
1209	8375	2007
1210	8380	1999
1211	8385	1992
1212	8391	1985
1213	8396	1978
1214	8401	1970
1215	8407	1963
1216	8412	1956
1217	8418	1949
1218	8441	1945
1219	8466	1943
1220	8472	1935
1221	8478	1928
1222	8509	1927
1223	8526	1922
1224	8534	1915
1225	8545	1909
1226	8552	1902
1227	8567	1897
1228	8573	1890
1229	8582	1883
1230	8589	1876
1231	8596	1869
1232	8601	1862
1233	8606	1855
1234	8612	1847
1235	8617	1840
1236	8624	1833
1237	8631	1826
1238	8637	1819
1239	8642	1812
1240	8648	1804
1241	8653	1797
1242	8659	1790
1243	8664	1783
1244	8669	1775
1245	8674	1768
1246	8679	1760
1247	8684	1753
1248	8689	1746
1249	8695	1739
1250	8702	1732
1251	8710	1725
1252	8717	1718
1253	8724	1711
1254	8729	1704
1255	8735	1697
1256	8741	1689
1257	8747	1682
1258	8753	1675
1259	8758	1668
1260	8763	1661
1261	8769	1653
1262	8775	1646
1263	8781	1639
1264	8787	1632
1265	8795	1625
1266	8801	1618
1267	8806	1611
1268	8812	1604
1269	8817	1596
1270	8823	1589
1271	8828	1582
1272	8833	1575
1273	8839	1568
1274	8845	1560
1275	8852	1554
1276	8861	1547
1277	8870	1540
1278	8878	1534
1279	8886	1527
1280	8893	1520
1281	8901	1513
1282	8909	1506
1283	8916	1500
1284	8924	1493
1285	8932	1486
1286	8939	1479
1287	8946	1472
1288	8953	1465
1289	8961	1458
1290	8972	1452
1291	8980	1445
1292	8988	1439
1293	8997	1432
1294	9007	1425
1295	9016	1419
1296	9025	1412
1297	9033	1405
1298	9039	1398
1299	9045	1391
1300	9050	1384
1301	9056	1377
1302	9061	1370
1303	9069	1363
1304	9076	1356
1305	9084	1349
1306	9091	1342
1307	9097	1335
1308	9105	1328
1309	9110	1321
1310	9116	1314
1311	9121	1307
1312	9127	1299
1313	9133	1292
1314	9138	1285
1315	9143	1278
1316	9151	1271
1317	9159	1264
1318	9164	1257
1319	9169	1250
1320	9174	1243
1321	9180	1236
1322	9185	1228
1323	9191	1221
1324	9196	1214
1325	9201	1207
1326	9207	1200
1327	9212	1193
1328	9218	1186
1329	9223	1178
1330	9228	1171
1331	9233	1164
1332	9239	1157
1333	9245	1150
1334	9250	1143
1335	9259	1136
1336	9267	1129
1337	9274	1122
1338	9281	1115
1339	9289	1109
1340	9294	1102
1341	9302	1095
1342	9309	1088
1343	9314	1081
1344	9320	1074
1345	9325	1066
1346	9330	1059
1347	9335	1052
1348	9340	1045
1349	9346	1038
1350	9351	1031
1351	9357	1024
1352	9362	1017
1353	9368	1010
1354	9391	1005
1355	9425	1000
1356	9431	993
1357	9437	986
1358	9445	979
1359	9452	973
1360	9460	966
1361	9468	959
1362	9473	952
1363	9479	945
1364	9485	938
1365	9490	930
1366	9496	923
1367	9501	916
1368	9507	909
1369	9512	902
1370	9517	895
1371	9522	888
1372	9528	881
1373	9533	874
1374	9539	867
1375	9544	860
1376	9550	853
1377	9555	846
1378	9561	838
1379	9566	831
1380	9571	824
1381	9577	817
1382	9582	810
1383	9588	803
1384	9594	796
1385	9599	789
1386	9603	782
1387	9609	775
1388	9614	768
1389	9619	761
1390	9624	754
1391	9631	747
1392	9638	740
1393	9646	733
1394	9655	726
1395	9662	719
1396	9668	712
1397	9673	705
1398	9683	699
1399	9690	692
1400	9698	685
1401	9704	678
1402	9709	671
1403	9715	664
1404	9721	657
1405	9727	650
1406	9732	643
1407	9737	636
1408	9742	629
1409	9747	622
1410	9753	615
1411	9758	608
1412	9763	601
1413	9769	594
1414	9774	587
1415	9779	580
1416	9784	573
1417	9789	566
1418	9795	559
1419	9800	552
1420	9806	545
1421	9820	538
1422	9827	531
1423	9835	524
1424	9842	518
1425	9849	511
1426	9856	504
1427	9863	497
1428	9872	490
1429	9880	483
1430	9887	476
1431	9894	469
1432	9902	462
1433	9914	456
1434	9924	449
1435	9934	442
1436	9942	435
1437	9949	428
1438	9955	422
1439	9961	415
1440	9967	408
1441	9973	401
1442	9979	394
1443	9984	387
1444	9990	380
1445	9995	373
1446	10001	366
1447	10007	359
1448	10014	352
1449	10021	345
1450	10028	338
1451	10036	331
1452	10041	324
1453	10046	317
1454	10052	310
1455	10058	303
1456	10063	296
1457	10069	290
1458	10074	283
1459	10079	276
1460	10085	269
1461	10091	262
1462	10096	255
1463	10102	248
1464	10107	241
1465	10112	234
1466	10117	227
1467	10122	220
1468	10128	213
1469	10134	206
1470	10139	199
1471	10144	192
1472	10150	186
1473	10155	179
1474	10160	172
1475	10165	165
1476	10171	158
1477	10176	151
1478	10181	144
1479	10189	137
1480	10197	130
1481	10205	123
1482	10215	117
1483	10221	110
1484	10228	103
1485	10233	96
1486	10238	89
1487	10244	82
1488	10249	75
1489	10255	68
1490	10260	61
1491	10265	55
1492	10271	48
1493	10276	41
1494	10282	34
1495	10288	27
1496	10293	20
1497	10298	13
1498	10303	6
1499	10308	0
