iter	Logloss	Accuracy
882	0.1932246437	0.9403824522
883	0.1930576484	0.9415073116
884	0.1929064857	0.9415073116
885	0.1927985586	0.9415073116
886	0.1924982273	0.9403824522
887	0.192492034	0.9403824522
888	0.1924514824	0.9403824522
889	0.1924092097	0.9403824522
890	0.1923472825	0.9403824522
891	0.1923441895	0.9403824522
892	0.1923408428	0.9403824522
893	0.1923267925	0.9403824522
894	0.1922626987	0.9403824522
895	0.1922382704	0.9403824522
896	0.1921107241	0.9403824522
897	0.1920949708	0.9403824522
898	0.1920498282	0.9403824522
899	0.1917713424	0.9403824522
900	0.1914747426	0.9403824522
901	0.1913815001	0.9403824522
902	0.1913520654	0.9403824522
903	0.1912716096	0.9403824522
904	0.1912222293	0.9403824522
905	0.1912115958	0.9403824522
906	0.1911034725	0.9403824522
907	0.1910910286	0.9403824522
908	0.1910893481	0.9403824522
909	0.190830881	0.9403824522
910	0.1907908394	0.9403824522
911	0.1907665372	0.9403824522
912	0.1906795336	0.9403824522
913	0.1906141426	0.9403824522
914	0.1902190552	0.9403824522
915	0.1901411428	0.9403824522
916	0.1901217081	0.9403824522
917	0.1900473254	0.9403824522
918	0.1900452599	0.9403824522
919	0.1900083386	0.9403824522
920	0.1899967914	0.9403824522
921	0.1899584313	0.9403824522
922	0.1898911323	0.9403824522
923	0.1898176923	0.9403824522
924	0.1896356577	0.9403824522
925	0.1896327771	0.9403824522
926	0.1893957994	0.9403824522
927	0.1893628179	0.9415073116
928	0.1890201858	0.9415073116
929	0.1890139133	0.9415073116
930	0.1889610324	0.9415073116
931	0.1889111933	0.9415073116
932	0.1888393451	0.9415073116
933	0.1885307253	0.942632171
934	0.1884103468	0.942632171
935	0.1883144747	0.942632171
936	0.1882977229	0.942632171
937	0.188225134	0.942632171
938	0.1882135869	0.942632171
939	0.1881323242	0.942632171
940	0.1880910557	0.942632171
941	0.1878989766	0.942632171
942	0.1878827825	0.942632171
943	0.1877876935	0.942632171
944	0.1877856934	0.942632171
945	0.1877238273	0.942632171
946	0.1876417991	0.942632171
947	0.187585319	0.942632171
948	0.1875563012	0.942632171
949	0.1873345289	0.942632171
950	0.187294624	0.942632171
951	0.1871568009	0.942632171
952	0.1871333783	0.942632171
953	0.1871332359	0.942632171
954	0.1871079335	0.942632171
955	0.1870621369	0.942632171
956	0.1870614315	0.942632171
957	0.1870550417	0.942632171
958	0.1869867256	0.942632171
959	0.1868691119	0.942632171
960	0.1866768483	0.9437570304
961	0.1865972858	0.9437570304
962	0.1865766903	0.9437570304
963	0.186576125	0.9437570304
964	0.1865233343	0.9437570304
965	0.1862476334	0.9437570304
966	0.1861624533	0.9437570304
967	0.1860885767	0.9437570304
968	0.1860646638	0.9437570304
969	0.1860183784	0.9437570304
970	0.185990172	0.9437570304
971	0.1856979245	0.942632171
972	0.1851607421	0.942632171
973	0.1850400914	0.942632171
974	0.1849100632	0.942632171
975	0.184908431	0.942632171
976	0.1845850767	0.942632171
977	0.1845603761	0.942632171
978	0.1845516494	0.942632171
979	0.1842888284	0.942632171
980	0.1842163019	0.942632171
981	0.1841358262	0.942632171
982	0.1840855722	0.942632171
983	0.1840525068	0.942632171
984	0.1840433115	0.942632171
985	0.1839902407	0.942632171
986	0.1839695664	0.942632171
987	0.183902972	0.942632171
988	0.1838983247	0.942632171
989	0.1837174995	0.942632171
990	0.1837055086	0.942632171
991	0.183615894	0.942632171
992	0.1833788574	0.942632171
993	0.1833571784	0.942632171
994	0.183248126	0.942632171
995	0.1828589908	0.942632171
996	0.1828446656	0.942632171
997	0.1827282834	0.942632171
998	0.1826975486	0.942632171
999	0.1826887786	0.942632171
1000	0.1826872806	0.942632171
1001	0.1826771001	0.942632171
1002	0.1826752459	0.942632171
1003	0.1825967935	0.942632171
1004	0.1825813754	0.942632171
1005	0.182580744	0.942632171
1006	0.1825720237	0.942632171
1007	0.1825705604	0.942632171
1008	0.18246299	0.942632171
1009	0.1824293619	0.942632171
1010	0.1824199634	0.942632171
1011	0.1824106861	0.942632171
1012	0.1823843574	0.942632171
1013	0.1823323352	0.942632171
1014	0.1823002488	0.942632171
1015	0.1822645404	0.942632171
1016	0.1822531887	0.942632171
1017	0.1822163121	0.942632171
1018	0.1822129793	0.942632171
1019	0.1821065896	0.942632171
1020	0.1820653155	0.942632171
1021	0.182062487	0.942632171
1022	0.1820597311	0.942632171
1023	0.1818895277	0.942632171
1024	0.1818360226	0.942632171
1025	0.1818341806	0.942632171
1026	0.1816991994	0.942632171
1027	0.1816904187	0.942632171
1028	0.1816889311	0.942632171
1029	0.1816640937	0.942632171
1030	0.1816148138	0.942632171
1031	0.1815934014	0.942632171
1032	0.1814361797	0.942632171
1033	0.1813037355	0.942632171
1034	0.181269248	0.942632171
1035	0.1812586812	0.942632171
1036	0.1812461145	0.942632171
1037	0.1812055082	0.942632171
1038	0.1810157544	0.942632171
1039	0.1809849405	0.942632171
1040	0.1809849153	0.942632171
1041	0.1808703526	0.942632171
1042	0.1808534146	0.942632171
1043	0.1808386184	0.942632171
1044	0.1808252076	0.942632171
1045	0.1808042813	0.942632171
1046	0.1807185731	0.942632171
1047	0.1803487743	0.9437570304
1048	0.1803472265	0.9437570304
1049	0.1803364442	0.9437570304
1050	0.1803265355	0.9437570304
1051	0.180262684	0.9437570304
1052	0.1801466774	0.9437570304
1053	0.1801292819	0.9437570304
1054	0.1799939235	0.9437570304
1055	0.1799424251	0.9437570304
1056	0.1799081249	0.9437570304
1057	0.1798947467	0.9437570304
1058	0.179845894	0.9437570304
1059	0.1798117723	0.9437570304
1060	0.1798080554	0.9437570304
1061	0.1798065913	0.9437570304
1062	0.1798033242	0.9437570304
1063	0.179761039	0.9437570304
1064	0.1797267506	0.9437570304
1065	0.1796423042	0.9437570304
1066	0.1795839905	0.9437570304
1067	0.1793645793	0.9437570304
1068	0.1793387064	0.9437570304
1069	0.1791988195	0.9437570304
1070	0.1791622037	0.9437570304
1071	0.1790948494	0.9437570304
1072	0.1790845277	0.9437570304
1073	0.1790835706	0.9437570304
1074	0.1784213616	0.9437570304
1075	0.1784069116	0.9437570304
1076	0.1784061879	0.9437570304
1077	0.1783931616	0.9437570304
1078	0.1782550292	0.9437570304
1079	0.1780487158	0.9437570304
1080	0.1779227188	0.9448818898
1081	0.1778723182	0.9448818898
1082	0.1778108139	0.9448818898
1083	0.1777747313	0.9448818898
1084	0.1777259897	0.9448818898
1085	0.1777159476	0.9448818898
1086	0.1777147977	0.9448818898
1087	0.1776842249	0.9448818898
1088	0.1775332651	0.9448818898
1089	0.1774391548	0.9448818898
1090	0.1772928303	0.9448818898
1091	0.177050645	0.9448818898
1092	0.1770402445	0.9448818898
1093	0.1769459789	0.9448818898
1094	0.1768323578	0.9448818898
1095	0.1768246348	0.9448818898
1096	0.1767497123	0.9448818898
1097	0.1767352226	0.9448818898
1098	0.1764686625	0.9437570304
1099	0.1763723386	0.9448818898
1100	0.1763713032	0.9448818898
1101	0.1763629745	0.9448818898
1102	0.1763365236	0.9437570304
1103	0.1762516487	0.9448818898
1104	0.1761950392	0.9448818898
1105	0.1761819593	0.9448818898
1106	0.176077543	0.9448818898
1107	0.175990645	0.9448818898
1108	0.1759578407	0.9448818898
1109	0.1759491451	0.9448818898
1110	0.1757369581	0.9448818898
1111	0.1757354842	0.9448818898
1112	0.1757089908	0.9448818898
1113	0.175706801	0.9448818898
1114	0.1756512655	0.9448818898
1115	0.1756106403	0.9448818898
1116	0.1755263965	0.9448818898
1117	0.1754839809	0.9448818898
1118	0.1754710913	0.9448818898
1119	0.1754477964	0.9448818898
1120	0.1753205963	0.9448818898
1121	0.1749373392	0.9448818898
1122	0.1749011937	0.9448818898
1123	0.1748984426	0.9448818898
1124	0.1747828494	0.9448818898
1125	0.1747309454	0.9448818898
1126	0.1747090347	0.9448818898
1127	0.1745887867	0.9448818898
1128	0.1745485239	0.9448818898
1129	0.1743276036	0.9448818898
1130	0.1743264158	0.9448818898
1131	0.174312095	0.9448818898
1132	0.174280991	0.9448818898
1133	0.1742249659	0.9448818898
1134	0.174194759	0.9448818898
1135	0.1741443423	0.9448818898
1136	0.1739142682	0.9448818898
1137	0.173800588	0.9448818898
1138	0.1734108708	0.9448818898
1139	0.1730560723	0.9448818898
1140	0.1729317358	0.9448818898
1141	0.1728097042	0.9448818898
1142	0.1727485069	0.9448818898
1143	0.1724176675	0.9448818898
1144	0.1723094498	0.9448818898
1145	0.1722527783	0.9448818898
1146	0.1721567196	0.9448818898
1147	0.1721421106	0.9448818898
1148	0.1719299222	0.9448818898
1149	0.1719123016	0.9448818898
1150	0.1718827913	0.9448818898
1151	0.1718796545	0.9448818898
1152	0.1718650507	0.9448818898
1153	0.1718529272	0.9448818898
1154	0.1718108108	0.9448818898
1155	0.1718071606	0.9448818898
1156	0.1716850655	0.9448818898
1157	0.1716647912	0.9448818898
1158	0.1715380966	0.9437570304
1159	0.1714776122	0.9437570304
1160	0.1714718504	0.9437570304
1161	0.1714542867	0.9437570304
1162	0.1713387392	0.9437570304
1163	0.1712831061	0.9437570304
1164	0.1712043328	0.9437570304
1165	0.1709467851	0.9437570304
1166	0.1709367519	0.9437570304
1167	0.1708159181	0.9437570304
1168	0.1706072984	0.9437570304
1169	0.1705833267	0.9437570304
1170	0.1705168648	0.9437570304
1171	0.1703609458	0.9437570304
1172	0.1703330943	0.9437570304
1173	0.1702666157	0.9437570304
1174	0.1702564576	0.9437570304
1175	0.1702561858	0.9437570304
1176	0.1702368312	0.9437570304
1177	0.1700974373	0.9448818898
1178	0.1699593544	0.9448818898
1179	0.1699448205	0.9448818898
1180	0.1699440179	0.9448818898
1181	0.1699223675	0.9448818898
1182	0.1699196588	0.9448818898
1183	0.169866312	0.9448818898
1184	0.169810729	0.9448818898
1185	0.1697322923	0.9460067492
1186	0.1696386526	0.9448818898
1187	0.169595247	0.9448818898
1188	0.1692988226	0.9460067492
1189	0.1691878256	0.9448818898
1190	0.1690779906	0.9448818898
1191	0.168848438	0.9460067492
1192	0.1685478732	0.9471316085
1193	0.1685334445	0.9471316085
1194	0.1685276031	0.9471316085
1195	0.1683567411	0.9471316085
1196	0.1682855763	0.9471316085
1197	0.1682581618	0.9471316085
1198	0.1682255446	0.9471316085
1199	0.1681842844	0.9471316085
1200	0.1681835723	0.9471316085
1201	0.1681535305	0.9471316085
1202	0.1681458482	0.9471316085
1203	0.1677316135	0.9471316085
1204	0.1675987485	0.9482564679
1205	0.1672513361	0.9471316085
1206	0.1672494584	0.9471316085
1207	0.1672407947	0.9471316085
1208	0.1669687991	0.9471316085
1209	0.1669682672	0.9471316085
1210	0.1669458953	0.9471316085
1211	0.1669308776	0.9471316085
1212	0.1668168331	0.9471316085
1213	0.1667948429	0.9482564679
1214	0.1667608891	0.9471316085
1215	0.1667351886	0.9471316085
1216	0.1667087667	0.9460067492
1217	0.1666926823	0.9460067492
1218	0.1666865015	0.9460067492
1219	0.1665933714	0.9460067492
1220	0.166593254	0.9460067492
1221	0.166592385	0.9460067492
1222	0.1665198941	0.9460067492
1223	0.1660380278	0.9471316085
1224	0.1659920723	0.9471316085
1225	0.1659705154	0.9471316085
1226	0.1659423307	0.9471316085
1227	0.1659208388	0.9471316085
1228	0.1657950928	0.9471316085
1229	0.1657812133	0.9482564679
1230	0.1657709468	0.9471316085
1231	0.1657032833	0.9471316085
1232	0.1654869015	0.9471316085
1233	0.1654759365	0.9471316085
1234	0.1653724923	0.9471316085
1235	0.1653669524	0.9471316085
1236	0.165320659	0.9471316085
1237	0.1652922363	0.9471316085
1238	0.1652109255	0.9471316085
1239	0.1651948598	0.9471316085
1240	0.1651886359	0.9471316085
1241	0.1651665675	0.9471316085
1242	0.165062126	0.9471316085
1243	0.1647289797	0.9471316085
1244	0.1647287587	0.9471316085
1245	0.1646797487	0.9471316085
1246	0.164615897	0.9471316085
1247	0.1646015981	0.9471316085
1248	0.1645982762	0.9471316085
1249	0.1645433866	0.9471316085
1250	0.164540764	0.9471316085
1251	0.164522252	0.9471316085
1252	0.1642469195	0.9471316085
1253	0.1642330329	0.9471316085
1254	0.1642317138	0.9471316085
1255	0.16417679	0.9471316085
1256	0.1637526189	0.9471316085
1257	0.163739937	0.9471316085
1258	0.1632051088	0.9482564679
1259	0.163154502	0.9482564679
1260	0.1631221673	0.9482564679
1261	0.163112018	0.9482564679
1262	0.1629840936	0.9482564679
1263	0.1629664595	0.9482564679
1264	0.162763946	0.9482564679
1265	0.1627513897	0.9482564679
1266	0.1627362096	0.9482564679
1267	0.1627269482	0.9482564679
1268	0.1626763828	0.9482564679
1269	0.162661584	0.9482564679
1270	0.1624144185	0.9482564679
1271	0.1623252564	0.9482564679
1272	0.1622489639	0.9482564679
1273	0.1622261869	0.9482564679
1274	0.1620621497	0.9482564679
1275	0.1618495368	0.9482564679
1276	0.1617667698	0.9482564679
1277	0.1617105597	0.9482564679
1278	0.1615259881	0.9482564679
1279	0.1614284717	0.9482564679
1280	0.1614212615	0.9482564679
1281	0.1614024919	0.9482564679
1282	0.1613928601	0.9482564679
1283	0.161318494	0.9482564679
1284	0.1613117052	0.9482564679
1285	0.1611975967	0.9482564679
1286	0.1611548774	0.9482564679
1287	0.1611540771	0.9482564679
1288	0.1610627579	0.9482564679
1289	0.1609882338	0.9482564679
1290	0.160985719	0.9482564679
1291	0.1609193093	0.9482564679
1292	0.1609187379	0.9482564679
1293	0.1609081283	0.9482564679
1294	0.1609047266	0.9482564679
1295	0.160870713	0.9482564679
1296	0.1607640418	0.9482564679
1297	0.1606414482	0.9482564679
1298	0.1605464161	0.9482564679
1299	0.1604467476	0.9482564679
1300	0.1604218622	0.9482564679
1301	0.1603906028	0.9482564679
1302	0.1603896624	0.9482564679
1303	0.1603094116	0.9482564679
1304	0.1601380133	0.9482564679
1305	0.1601183054	0.9482564679
1306	0.160109667	0.9482564679
1307	0.1599664977	0.9482564679
1308	0.1598715995	0.9482564679
1309	0.1598509754	0.9482564679
1310	0.1598165485	0.9482564679
1311	0.1598109897	0.9482564679
1312	0.1597626132	0.9482564679
1313	0.1595870974	0.9482564679
1314	0.1594375061	0.9482564679
1315	0.1593961317	0.9482564679
1316	0.1593454231	0.9482564679
1317	0.1590638749	0.9471316085
1318	0.1590347476	0.9471316085
1319	0.1590249644	0.9471316085
1320	0.1589460891	0.9482564679
1321	0.1587015123	0.9482564679
1322	0.1586884477	0.9482564679
1323	0.1586106407	0.9482564679
1324	0.15850482	0.9482564679
1325	0.1584861775	0.9482564679
1326	0.158463389	0.9482564679
1327	0.158224226	0.9482564679
1328	0.1582031431	0.9482564679
1329	0.1581963326	0.9482564679
1330	0.1581953506	0.9482564679
1331	0.1581474262	0.9482564679
1332	0.1580135484	0.9471316085
1333	0.1579675409	0.9482564679
1334	0.1579514657	0.9482564679
1335	0.1579094054	0.9482564679
1336	0.15785865	0.9482564679
1337	0.15785666	0.9482564679
1338	0.1578289874	0.9482564679
1339	0.1578233477	0.9482564679
1340	0.1577954935	0.9482564679
1341	0.1577815772	0.9482564679
1342	0.1577768389	0.9482564679
1343	0.1577558519	0.9482564679
1344	0.1576517451	0.9482564679
1345	0.1572926037	0.9482564679
1346	0.1572629589	0.9482564679
1347	0.1572317105	0.9482564679
1348	0.157231068	0.9482564679
1349	0.15722361	0.9482564679
1350	0.1570381018	0.9493813273
1351	0.156912172	0.9493813273
1352	0.1569003729	0.9493813273
1353	0.1568691616	0.9493813273
1354	0.1567539919	0.9493813273
1355	0.1566285638	0.9493813273
1356	0.156627248	0.9493813273
1357	0.156627152	0.9493813273
1358	0.156483935	0.9493813273
1359	0.1564554445	0.9493813273
1360	0.1564177193	0.9493813273
1361	0.1563044897	0.9493813273
1362	0.1562986437	0.9493813273
1363	0.1562975899	0.9493813273
1364	0.1562151557	0.9493813273
1365	0.1562142329	0.9493813273
1366	0.1561373126	0.9493813273
1367	0.1560268428	0.9493813273
1368	0.1559966272	0.9493813273
1369	0.1559952349	0.9493813273
1370	0.1559783726	0.9493813273
1371	0.155972379	0.9493813273
1372	0.1559651235	0.9493813273
1373	0.1558898556	0.9493813273
1374	0.1558539819	0.9493813273
1375	0.1558527657	0.9493813273
1376	0.1557506023	0.9493813273
1377	0.1557502609	0.9493813273
1378	0.1556975926	0.9493813273
1379	0.1556946101	0.9493813273
1380	0.1556892327	0.9493813273
1381	0.155360081	0.9493813273
1382	0.1553386455	0.9493813273
1383	0.1552940517	0.9493813273
1384	0.1552196178	0.9493813273
1385	0.1551947913	0.9493813273
1386	0.1551936603	0.9493813273
1387	0.1551609402	0.9493813273
1388	0.155160195	0.9493813273
1389	0.1551253531	0.9493813273
1390	0.1551061931	0.9493813273
1391	0.1550268551	0.9493813273
1392	0.1549260066	0.9493813273
1393	0.1548694964	0.9493813273
1394	0.1547539302	0.9493813273
1395	0.1547404662	0.9493813273
1396	0.1546897318	0.9493813273
1397	0.1546296445	0.9493813273
1398	0.1545540872	0.9493813273
1399	0.1545198577	0.9493813273
1400	0.1544949144	0.9493813273
1401	0.1544897404	0.9493813273
1402	0.1544864779	0.9493813273
1403	0.1540069064	0.9493813273
1404	0.1535435345	0.9482564679
1405	0.153462158	0.9482564679
1406	0.1534560428	0.9482564679
1407	0.1534551542	0.9482564679
1408	0.1533234529	0.9482564679
1409	0.1532803359	0.9482564679
1410	0.1532292202	0.9493813273
1411	0.1532286775	0.9493813273
1412	0.1532095488	0.9493813273
1413	0.153073416	0.9505061867
1414	0.1530451064	0.9505061867
1415	0.1530334447	0.9505061867
1416	0.1530195427	0.9505061867
1417	0.1529024437	0.9505061867
1418	0.1528929147	0.9505061867
1419	0.1528887759	0.9505061867
1420	0.1528879112	0.9505061867
1421	0.1527273101	0.9505061867
1422	0.1526535933	0.9493813273
1423	0.152636703	0.9482564679
1424	0.1526325645	0.9493813273
1425	0.152624881	0.9493813273
1426	0.1525562669	0.9482564679
1427	0.1525172912	0.9482564679
1428	0.1524731831	0.9482564679
1429	0.1524638472	0.9482564679
1430	0.1524230253	0.9493813273
1431	0.1524123405	0.9493813273
1432	0.1523900763	0.9493813273
1433	0.1517001941	0.9493813273
1434	0.1516414912	0.9493813273
1435	0.1515908504	0.9493813273
1436	0.1513548686	0.9505061867
1437	0.1512589212	0.9505061867
1438	0.15115414	0.9505061867
1439	0.1511016673	0.9505061867
1440	0.1510975976	0.9505061867
1441	0.1510735331	0.9516310461
1442	0.1510110096	0.9516310461
1443	0.1509541476	0.9516310461
1444	0.1508039528	0.9516310461
1445	0.1508039129	0.9516310461
1446	0.1507752906	0.9516310461
1447	0.1507751454	0.9516310461
1448	0.1506785468	0.9505061867
1449	0.1506781442	0.9505061867
1450	0.1506658716	0.9505061867
1451	0.1506505486	0.9505061867
1452	0.150635344	0.9505061867
1453	0.1505764204	0.9505061867
1454	0.1505509221	0.9505061867
1455	0.1505443158	0.9505061867
1456	0.1505193641	0.9505061867
1457	0.1504983266	0.9505061867
1458	0.1504928815	0.9505061867
1459	0.1504440412	0.9505061867
1460	0.1503724939	0.9505061867
1461	0.1502200241	0.9527559055
1462	0.1502031873	0.9527559055
1463	0.1501998235	0.9527559055
1464	0.1501961472	0.9527559055
1465	0.1501688135	0.9527559055
1466	0.1501327789	0.9527559055
1467	0.1500725589	0.9527559055
1468	0.1498163979	0.9516310461
1469	0.1497883382	0.9527559055
1470	0.1497775116	0.9527559055
1471	0.1497448978	0.9527559055
1472	0.1497425122	0.9527559055
1473	0.1497058482	0.9527559055
1474	0.1495817532	0.9527559055
1475	0.1495567868	0.9527559055
1476	0.1495265661	0.9527559055
1477	0.1495083479	0.9527559055
1478	0.1494828429	0.9527559055
1479	0.149345667	0.9527559055
1480	0.1492871002	0.9527559055
1481	0.1491828553	0.9527559055
1482	0.1490795061	0.9527559055
1483	0.149068064	0.9527559055
1484	0.1489616704	0.9527559055
1485	0.1489535208	0.9527559055
1486	0.1489235409	0.9516310461
1487	0.1488474876	0.9516310461
1488	0.148718788	0.9516310461
1489	0.1485810098	0.9516310461
1490	0.1485446211	0.9516310461
1491	0.1485386966	0.9516310461
1492	0.1485315634	0.9516310461
1493	0.1485103022	0.9516310461
1494	0.1485075192	0.9516310461
1495	0.1485034856	0.9516310461
1496	0.1484729074	0.9516310461
1497	0.1484618987	0.9516310461
1498	0.1484616024	0.9516310461
1499	0.1484151489	0.9516310461
