iter	Logloss	Accuracy
151	0.3509393851	0.853768279
152	0.350465966	0.8548931384
153	0.3500550792	0.853768279
154	0.3496286177	0.8548931384
155	0.3495362516	0.8560179978
156	0.3489000283	0.8548931384
157	0.3476157951	0.8571428571
158	0.3468324564	0.8571428571
159	0.3449946468	0.8582677165
160	0.3446951678	0.8582677165
161	0.3446354512	0.8582677165
162	0.3437364677	0.8605174353
163	0.3430025659	0.8593925759
164	0.3428030094	0.8593925759
165	0.3427495865	0.8593925759
166	0.3427041015	0.8593925759
167	0.3425558259	0.8605174353
168	0.3423306906	0.8616422947
169	0.3417071077	0.8605174353
170	0.3417050154	0.8605174353
171	0.3412975995	0.8605174353
172	0.3412311867	0.8616422947
173	0.340826914	0.8616422947
174	0.3399944499	0.8627671541
175	0.3397071215	0.8638920135
176	0.3394190123	0.8638920135
177	0.3392724856	0.8638920135
178	0.3389589197	0.8616422947
179	0.3383246089	0.8582677165
180	0.3380638023	0.8593925759
181	0.3375958637	0.8605174353
182	0.337526537	0.8605174353
183	0.3369338668	0.8627671541
184	0.3368448413	0.8616422947
185	0.3359888579	0.8627671541
186	0.3349862087	0.8683914511
187	0.3348041911	0.8672665917
188	0.3346922461	0.8650168729
189	0.3343869176	0.8650168729
190	0.3341929771	0.8650168729
191	0.3337361752	0.8661417323
192	0.3337326592	0.8661417323
193	0.333672181	0.8661417323
194	0.3335139614	0.8672665917
195	0.3333211593	0.8683914511
196	0.3326935157	0.8706411699
197	0.3322134657	0.8706411699
198	0.3309361827	0.8717660292
199	0.330686446	0.8706411699
200	0.3305899795	0.8706411699
201	0.3303488761	0.8717660292
202	0.329834725	0.8728908886
203	0.3294659481	0.8717660292
204	0.3289089965	0.8717660292
205	0.328600126	0.8717660292
206	0.3283255714	0.8717660292
207	0.3282742739	0.8717660292
208	0.3276795807	0.874015748
209	0.3266768902	0.8751406074
210	0.32610351	0.8785151856
211	0.3255766728	0.8773903262
212	0.3246603926	0.8807649044
213	0.3241151832	0.8818897638
214	0.3235524064	0.8830146232
215	0.3233109938	0.8830146232
216	0.3231242731	0.8830146232
217	0.3225733409	0.8830146232
218	0.3224618201	0.8830146232
219	0.3224329353	0.8830146232
220	0.3223099581	0.8830146232
221	0.3218392796	0.8818897638
222	0.3214104094	0.8818897638
223	0.3190391776	0.8863892013
224	0.3180318556	0.885264342
225	0.3170434426	0.8830146232
226	0.3169396287	0.885264342
227	0.3168053758	0.885264342
228	0.3166253064	0.8841394826
229	0.3159866165	0.8830146232
230	0.3156231618	0.8830146232
231	0.3155888941	0.8830146232
232	0.314749321	0.8863892013
233	0.3146628865	0.8863892013
234	0.3145553416	0.8841394826
235	0.3144751239	0.8841394826
236	0.3140456325	0.8841394826
237	0.3139681527	0.8841394826
238	0.3139583977	0.8841394826
239	0.3139583652	0.8841394826
240	0.313901025	0.8841394826
241	0.3134322629	0.8841394826
242	0.3124565402	0.885264342
243	0.3119408828	0.885264342
244	0.3118326461	0.885264342
245	0.3110454509	0.885264342
246	0.3105774161	0.885264342
247	0.3104897044	0.885264342
248	0.3104879304	0.885264342
249	0.3104667157	0.885264342
250	0.310214846	0.8841394826
251	0.310147876	0.885264342
252	0.3100725801	0.8841394826
253	0.3098125352	0.885264342
254	0.3084513691	0.8841394826
255	0.3081523526	0.8863892013
256	0.3078381563	0.8841394826
257	0.307652842	0.8841394826
258	0.3075961984	0.8841394826
259	0.3074960405	0.8841394826
260	0.306714395	0.885264342
261	0.3067046772	0.885264342
262	0.3060501602	0.885264342
263	0.3057714002	0.885264342
264	0.3057623677	0.885264342
265	0.3054120813	0.8886389201
266	0.305208701	0.8875140607
267	0.3051716306	0.8875140607
268	0.305160848	0.8875140607
269	0.3048401589	0.8875140607
270	0.3043645637	0.8863892013
271	0.3041870141	0.8875140607
272	0.3037813019	0.8863892013
273	0.3037327596	0.8863892013
274	0.3032474472	0.8875140607
275	0.3027357154	0.8886389201
276	0.3024923918	0.8897637795
277	0.3023982537	0.8897637795
278	0.3023775696	0.8897637795
279	0.3016461223	0.8886389201
280	0.3011173497	0.8886389201
281	0.3008252087	0.8886389201
282	0.3007068431	0.8886389201
283	0.300546096	0.8886389201
284	0.3002520617	0.8897637795
285	0.2994549126	0.8920134983
286	0.2993425179	0.8920134983
287	0.2981969911	0.8920134983
288	0.2974589802	0.8920134983
289	0.2973930862	0.8920134983
290	0.2973921114	0.8920134983
291	0.2971740072	0.8920134983
292	0.2970185656	0.8920134983
293	0.2968209072	0.8920134983
294	0.2968097301	0.8920134983
295	0.2966964298	0.8920134983
296	0.2966492464	0.8920134983
297	0.2961558214	0.8931383577
298	0.296127187	0.8931383577
299	0.2957803899	0.8942632171
300	0.2951075296	0.8942632171
301	0.2946401824	0.8953880765
302	0.2938184553	0.8953880765
303	0.2935505035	0.8953880765
304	0.293094549	0.8953880765
305	0.2927322829	0.8953880765
306	0.2926752834	0.8953880765
307	0.2923736039	0.8953880765
308	0.2922439296	0.8953880765
309	0.2919922578	0.8965129359
310	0.2918988317	0.8965129359
311	0.2918326293	0.8965129359
312	0.2917631999	0.8965129359
313	0.2914494506	0.8965129359
314	0.2913543338	0.8965129359
315	0.2909868915	0.8965129359
316	0.2907883718	0.8965129359
317	0.2902055687	0.8976377953
318	0.289311521	0.8976377953
319	0.2890230382	0.8976377953
320	0.2887141202	0.8976377953
321	0.2887106726	0.8976377953
322	0.2886387424	0.8976377953
323	0.2879449136	0.8998875141
324	0.2879335654	0.8998875141
325	0.2873342923	0.9021372328
326	0.2867747364	0.9010123735
327	0.286477126	0.8998875141
328	0.2863664508	0.8998875141
329	0.2863382569	0.8998875141
330	0.2860574157	0.8987626547
331	0.2860281519	0.8987626547
332	0.2853801939	0.8998875141
333	0.2853349895	0.9010123735
334	0.2849094163	0.9010123735
335	0.2847602564	0.9010123735
336	0.2845471658	0.8998875141
337	0.2842626977	0.8998875141
338	0.2841470454	0.8998875141
339	0.2832091097	0.9010123735
340	0.2828227849	0.9021372328
341	0.2826989417	0.9021372328
342	0.2815935029	0.9032620922
343	0.2814365452	0.9032620922
344	0.2811183564	0.9032620922
345	0.281053077	0.9032620922
346	0.2810237873	0.9032620922
347	0.2808772986	0.9032620922
348	0.280667183	0.9032620922
349	0.2806482503	0.9032620922
350	0.2803407102	0.9021372328
351	0.2792616615	0.9021372328
352	0.2788394814	0.9043869516
353	0.2785222888	0.9043869516
354	0.2781504807	0.9032620922
355	0.2779724691	0.9021372328
356	0.2777777485	0.9032620922
357	0.2774141315	0.9043869516
358	0.2771492256	0.905511811
359	0.2769548557	0.905511811
360	0.2769256664	0.905511811
361	0.276918852	0.905511811
362	0.2751725185	0.9066366704
363	0.2751140754	0.9066366704
364	0.2750619501	0.9066366704
365	0.2738664638	0.9066366704
366	0.2737332125	0.9077615298
367	0.2734201641	0.9066366704
368	0.2733515499	0.9066366704
369	0.273313463	0.9066366704
370	0.2731761872	0.9066366704
371	0.2730303445	0.9066366704
372	0.2730218031	0.9066366704
373	0.2727647372	0.9066366704
374	0.2726201109	0.9066366704
375	0.272577003	0.9066366704
376	0.272318418	0.9066366704
377	0.2723073956	0.9066366704
378	0.2722730323	0.9066366704
379	0.2720805036	0.9066366704
380	0.271922186	0.9066366704
381	0.2719190754	0.9066366704
382	0.2718887891	0.9066366704
383	0.2718775546	0.9066366704
384	0.271829084	0.9066366704
385	0.2718234874	0.9066366704
386	0.2715985813	0.9066366704
387	0.2715312855	0.9066366704
388	0.271239132	0.9066366704
389	0.271026125	0.9066366704
390	0.2709643953	0.9066366704
391	0.27064425	0.9066366704
392	0.2705880124	0.9066366704
393	0.2704058677	0.9066366704
394	0.2703100338	0.9066366704
395	0.2700452457	0.9066366704
396	0.2698869276	0.9066366704
397	0.2696960023	0.9066366704
398	0.2695524106	0.9066366704
399	0.269108354	0.9066366704
400	0.2690718879	0.9066366704
401	0.2689130477	0.9066366704
402	0.268314243	0.9066366704
403	0.2681535595	0.9066366704
404	0.2681453662	0.9066366704
405	0.267758123	0.9066366704
406	0.2676660076	0.9066366704
407	0.2674298319	0.9066366704
408	0.26741738	0.9066366704
409	0.267069493	0.9066366704
410	0.2670306135	0.9066366704
411	0.2670238764	0.9066366704
412	0.266973737	0.9066366704
413	0.2669611561	0.9066366704
414	0.2667074981	0.9066366704
415	0.2666795366	0.9066366704
416	0.2666499354	0.9066366704
417	0.2665486674	0.9077615298
418	0.266328528	0.9077615298
419	0.2662792775	0.9077615298
420	0.2662533572	0.9077615298
421	0.2660441787	0.9077615298
422	0.2659796004	0.9077615298
423	0.2659511087	0.9077615298
424	0.2656346094	0.9077615298
425	0.2653135622	0.9077615298
426	0.2652163066	0.9077615298
427	0.2649085982	0.9077615298
428	0.2648000218	0.9066366704
429	0.2645504307	0.9066366704
430	0.2645294032	0.9066366704
431	0.2643731387	0.9066366704
432	0.2642717435	0.9066366704
433	0.2640487451	0.9066366704
434	0.2639291105	0.9066366704
435	0.2638459328	0.9066366704
436	0.2638339318	0.9066366704
437	0.2630469997	0.9077615298
438	0.2629042157	0.9077615298
439	0.2625968974	0.9088863892
440	0.2621772336	0.9088863892
441	0.2618867339	0.9100112486
442	0.2617320879	0.9100112486
443	0.2617296429	0.9100112486
444	0.2617034261	0.9100112486
445	0.2612735785	0.9077615298
446	0.2610968899	0.9077615298
447	0.2610280438	0.9077615298
448	0.2609640638	0.9077615298
449	0.2604748847	0.9088863892
450	0.259358336	0.9088863892
451	0.2592868957	0.9088863892
452	0.2588493957	0.911136108
453	0.258715648	0.911136108
454	0.2584024418	0.911136108
455	0.2583535221	0.9122609674
456	0.2583163654	0.9122609674
457	0.2582161897	0.9122609674
458	0.2580802461	0.9122609674
459	0.2579282819	0.9122609674
460	0.257921895	0.9122609674
461	0.2577965176	0.9122609674
462	0.2577485117	0.9122609674
463	0.2570845655	0.9133858268
464	0.2564830124	0.9133858268
465	0.2564471446	0.9133858268
466	0.2557811546	0.9133858268
467	0.255712972	0.9133858268
468	0.2556470786	0.9133858268
469	0.2556151288	0.9133858268
470	0.255591818	0.9133858268
471	0.2555232313	0.9133858268
472	0.2553634008	0.9133858268
473	0.2551186522	0.9133858268
474	0.2549079662	0.9133858268
475	0.2548813534	0.9133858268
476	0.2547353146	0.9145106862
477	0.2542519709	0.9156355456
478	0.2542301605	0.9156355456
479	0.2542081918	0.9156355456
480	0.2537263352	0.9167604049
481	0.2535891115	0.9156355456
482	0.2535885625	0.9156355456
483	0.2534094972	0.9145106862
484	0.2533795017	0.9145106862
485	0.2533427485	0.9145106862
486	0.2531772679	0.9145106862
487	0.2526095362	0.9178852643
488	0.2525817292	0.9167604049
489	0.2522446972	0.9167604049
490	0.2522292261	0.9167604049
491	0.2514783143	0.9167604049
492	0.2512346519	0.9167604049
493	0.2511950206	0.9167604049
494	0.2511834414	0.9167604049
495	0.2510680195	0.9167604049
496	0.251064397	0.9167604049
497	0.2510177528	0.9167604049
498	0.2506661074	0.9167604049
499	0.2505024218	0.9167604049
500	0.249852395	0.9156355456
501	0.2498466605	0.9156355456
502	0.2497471733	0.9156355456
503	0.2493291112	0.9156355456
504	0.2493092146	0.9145106862
505	0.2491792946	0.9167604049
506	0.2490979501	0.9167604049
507	0.2488682316	0.9178852643
508	0.2488578827	0.9178852643
509	0.2488409641	0.9178852643
510	0.2487266892	0.9178852643
511	0.2486648503	0.9178852643
512	0.2485327939	0.9178852643
513	0.248115014	0.9178852643
514	0.2473506529	0.9178852643
515	0.247163805	0.9178852643
516	0.2470860023	0.9178852643
517	0.2469566224	0.9178852643
518	0.2467220966	0.9190101237
519	0.246295024	0.9190101237
520	0.2462917166	0.9190101237
521	0.2458698708	0.9190101237
522	0.2458321538	0.9190101237
523	0.2456417302	0.9190101237
524	0.2453983469	0.9190101237
525	0.2453615051	0.9190101237
526	0.2453462853	0.9190101237
527	0.245317037	0.9190101237
528	0.2451801529	0.9190101237
529	0.2450902435	0.9190101237
530	0.245056493	0.9190101237
531	0.2446872554	0.9212598425
532	0.2446500452	0.9212598425
533	0.2446431432	0.9212598425
534	0.2445930277	0.9212598425
535	0.2441976558	0.9212598425
536	0.2440718233	0.9212598425
537	0.2439452564	0.9212598425
538	0.2437486635	0.9212598425
539	0.2435295079	0.9212598425
540	0.2432992763	0.9212598425
541	0.2432566598	0.9212598425
542	0.2431947873	0.9212598425
543	0.2430765171	0.9212598425
544	0.2429329181	0.9223847019
545	0.2428095722	0.9223847019
546	0.2427140345	0.9223847019
547	0.2426858494	0.9223847019
548	0.2425201956	0.9212598425
549	0.2423641344	0.9212598425
550	0.2423312134	0.9223847019
551	0.2422514993	0.9223847019
552	0.2422174312	0.9212598425
553	0.2421055861	0.9212598425
554	0.2417040784	0.9212598425
555	0.2416923681	0.9212598425
556	0.2416800175	0.9212598425
557	0.241671236	0.9212598425
558	0.2415101133	0.9212598425
559	0.2414863796	0.9212598425
560	0.2411776171	0.9212598425
561	0.2409551861	0.9223847019
562	0.2409145711	0.9223847019
563	0.2408855423	0.9223847019
564	0.240762436	0.9223847019
565	0.2406727584	0.9223847019
566	0.2404984468	0.9223847019
567	0.2401026118	0.9235095613
568	0.2399475096	0.9223847019
569	0.2398655647	0.9223847019
570	0.2398500278	0.9223847019
571	0.2395656804	0.9223847019
572	0.23945793	0.9223847019
573	0.2390608664	0.9223847019
574	0.2389863675	0.9223847019
575	0.2388687766	0.9223847019
576	0.2385927047	0.9223847019
577	0.2385071229	0.9223847019
578	0.2384878629	0.9223847019
579	0.2383021918	0.9223847019
580	0.2382065887	0.9223847019
581	0.2380941889	0.9235095613
582	0.2376587476	0.9235095613
583	0.2375658153	0.9235095613
584	0.2375230514	0.9235095613
585	0.2374922523	0.9235095613
586	0.2374438606	0.9235095613
587	0.2374318162	0.9235095613
588	0.2373618471	0.9235095613
589	0.237330504	0.9235095613
590	0.2372891161	0.9235095613
591	0.2370368971	0.9235095613
592	0.2369890094	0.9235095613
593	0.2368726343	0.9235095613
594	0.2368622335	0.9235095613
595	0.2367574769	0.9235095613
596	0.2366196904	0.9235095613
597	0.2364150908	0.9235095613
598	0.23598843	0.9235095613
599	0.2359335255	0.9235095613
600	0.2358698014	0.9235095613
601	0.2357612115	0.9235095613
602	0.2354849447	0.9235095613
603	0.2351691436	0.9235095613
604	0.2351625848	0.9235095613
605	0.2338952429	0.9235095613
606	0.2336828644	0.9235095613
607	0.2333299467	0.9246344207
608	0.2333140624	0.9246344207
609	0.2332380035	0.9246344207
610	0.2328533531	0.9246344207
611	0.2326428472	0.9246344207
612	0.2323459509	0.9246344207
613	0.2323213984	0.9246344207
614	0.2321401819	0.9246344207
615	0.2320836858	0.9246344207
616	0.2320789257	0.9246344207
617	0.2320309472	0.9246344207
618	0.2316628758	0.9246344207
619	0.2315320621	0.9246344207
620	0.2315215035	0.9246344207
621	0.2315170312	0.9246344207
622	0.231392612	0.9246344207
623	0.231344563	0.9246344207
624	0.2309872336	0.9246344207
625	0.2309629116	0.9246344207
626	0.2307733946	0.9246344207
627	0.2301569668	0.9246344207
628	0.2301069715	0.9257592801
629	0.2300934332	0.9257592801
630	0.2298253297	0.9257592801
631	0.2297494492	0.9257592801
632	0.2293987625	0.9257592801
633	0.2292048209	0.9257592801
634	0.2291492718	0.9257592801
635	0.2286440406	0.9257592801
636	0.2286143372	0.9257592801
637	0.2285342041	0.9257592801
638	0.2285093143	0.9257592801
639	0.2280911797	0.9257592801
640	0.2280850559	0.9257592801
641	0.2279929287	0.9257592801
642	0.2278209477	0.9257592801
643	0.2276155327	0.9257592801
644	0.227508997	0.9257592801
645	0.2274728709	0.9257592801
646	0.2265462364	0.9257592801
647	0.2264200864	0.9257592801
648	0.2263790237	0.9257592801
649	0.2262517456	0.9257592801
650	0.226070227	0.9246344207
651	0.2260409858	0.9246344207
652	0.2257469611	0.9246344207
653	0.2252992789	0.9246344207
654	0.225151696	0.9246344207
655	0.2250910676	0.9246344207
656	0.2247877777	0.9246344207
657	0.2247195498	0.9246344207
658	0.2246837704	0.9246344207
659	0.2246720386	0.9246344207
660	0.2246020001	0.9246344207
661	0.2245559968	0.9246344207
662	0.2243962334	0.9246344207
663	0.2243865428	0.9246344207
664	0.2238453552	0.9257592801
665	0.2237950404	0.9257592801
666	0.2237747435	0.9257592801
667	0.2235217904	0.9257592801
668	0.2230865591	0.9257592801
669	0.2230250215	0.9257592801
670	0.2228547685	0.9257592801
671	0.2227755654	0.9257592801
672	0.2226220718	0.9257592801
673	0.2222227514	0.9257592801
674	0.2220978023	0.9257592801
675	0.2218055571	0.9257592801
676	0.2215155392	0.9257592801
677	0.2209163183	0.9257592801
678	0.2208894772	0.9257592801
679	0.2204348491	0.9257592801
680	0.2202319619	0.9268841395
681	0.2199616089	0.9268841395
682	0.2198148099	0.9268841395
683	0.2198077261	0.9268841395
684	0.2196483463	0.9257592801
685	0.2196419354	0.9257592801
686	0.2194511805	0.9257592801
687	0.2194260496	0.9257592801
688	0.2189103568	0.9257592801
689	0.218766038	0.9257592801
690	0.2187004949	0.9257592801
691	0.2185946069	0.9257592801
692	0.2185566703	0.9257592801
693	0.2185230214	0.9257592801
694	0.2181378585	0.9257592801
695	0.2181104369	0.9257592801
696	0.2179922676	0.9257592801
697	0.2179558728	0.9257592801
698	0.2179528854	0.9257592801
699	0.2178917484	0.9257592801
700	0.217841707	0.9257592801
701	0.2174920027	0.9257592801
702	0.2174649175	0.9257592801
703	0.2173403488	0.9257592801
704	0.2172487318	0.9257592801
705	0.217183203	0.9257592801
706	0.2170404337	0.9257592801
707	0.217039641	0.9257592801
708	0.2168290306	0.9268841395
709	0.2168136376	0.9268841395
710	0.2166848689	0.9268841395
711	0.2162631094	0.9257592801
712	0.2162128779	0.9268841395
713	0.2159006248	0.9268841395
714	0.2155536305	0.9268841395
715	0.2154217515	0.9268841395
716	0.2153211659	0.9268841395
717	0.2149019384	0.9268841395
718	0.214564409	0.9280089989
719	0.2145524398	0.9280089989
720	0.2144638218	0.9280089989
721	0.2144280132	0.9280089989
722	0.2143067358	0.9280089989
723	0.2141295368	0.9280089989
724	0.2139631903	0.9280089989
725	0.2139303999	0.9280089989
726	0.2135238958	0.9291338583
727	0.2133042962	0.9291338583
728	0.2130894894	0.9291338583
729	0.2125983981	0.9291338583
730	0.2124812268	0.9302587177
731	0.2124093733	0.9302587177
732	0.2121915149	0.9302587177
733	0.2120846381	0.9302587177
734	0.2120772685	0.9302587177
735	0.2119502545	0.9302587177
736	0.2119062464	0.9302587177
737	0.2116409925	0.9313835771
738	0.2110584019	0.9291338583
739	0.2109835663	0.9302587177
740	0.2109324652	0.9302587177
741	0.2106150793	0.9325084364
742	0.2106101263	0.9325084364
743	0.2102841124	0.9313835771
744	0.2092183884	0.9325084364
745	0.2091522064	0.9325084364
746	0.2088658888	0.9336332958
747	0.208500892	0.9336332958
748	0.2084728827	0.9336332958
749	0.2084490331	0.9336332958
750	0.2083726705	0.9325084364
751	0.2083487585	0.9325084364
752	0.2081840904	0.9325084364
753	0.2081527421	0.9325084364
754	0.2080921253	0.9336332958
755	0.2078085563	0.9336332958
756	0.2077955974	0.9336332958
757	0.2077475596	0.9336332958
758	0.2076420279	0.9336332958
759	0.2075574938	0.9336332958
760	0.2074305278	0.9325084364
761	0.2073794169	0.9325084364
762	0.2073563285	0.9325084364
763	0.2073358452	0.9325084364
764	0.2072985724	0.9325084364
765	0.2071316857	0.9325084364
766	0.207078681	0.9325084364
767	0.2067559166	0.9325084364
768	0.2067258803	0.9325084364
769	0.2067004031	0.9325084364
770	0.2065452759	0.9325084364
771	0.2064367612	0.9325084364
772	0.2060988601	0.9325084364
773	0.2058588875	0.9325084364
774	0.2058408323	0.9325084364
775	0.2057339116	0.9325084364
776	0.2056711008	0.9347581552
777	0.2054574821	0.9347581552
778	0.2053893032	0.9336332958
779	0.2053366694	0.9347581552
780	0.2053164186	0.9347581552
781	0.2052972772	0.9347581552
782	0.2052812552	0.9347581552
783	0.2052683663	0.9336332958
784	0.2051910356	0.9347581552
785	0.2051499351	0.9347581552
786	0.2051065365	0.9347581552
787	0.2046202465	0.937007874
788	0.2044162682	0.937007874
789	0.2043257114	0.937007874
790	0.2043173512	0.9358830146
791	0.2043026342	0.937007874
792	0.2042119542	0.9347581552
793	0.2041512125	0.9347581552
794	0.2040407589	0.9336332958
795	0.2038581234	0.9336332958
796	0.2034712387	0.9336332958
797	0.2029546495	0.9336332958
798	0.2029525753	0.9336332958
799	0.2027545107	0.9347581552
800	0.2027195278	0.9347581552
801	0.2026797227	0.9347581552
802	0.2025290777	0.9347581552
803	0.2024886451	0.9358830146
804	0.2023719351	0.9358830146
805	0.2023522735	0.9358830146
806	0.2023306359	0.9358830146
807	0.2022174455	0.9358830146
808	0.2022116882	0.9358830146
809	0.2021598935	0.9358830146
810	0.2020313502	0.9358830146
811	0.2017254114	0.9358830146
812	0.2016910356	0.9358830146
813	0.2016752934	0.9358830146
814	0.2016714957	0.9358830146
815	0.2016245558	0.9358830146
816	0.2015445161	0.9358830146
817	0.2012958242	0.9358830146
818	0.201265121	0.9358830146
819	0.2012439058	0.9358830146
820	0.2009318089	0.9358830146
821	0.2009292064	0.9358830146
822	0.2007976608	0.9358830146
823	0.2004286264	0.937007874
824	0.1999287693	0.9358830146
825	0.1998201889	0.9358830146
826	0.1997936067	0.9358830146
827	0.1997666604	0.9358830146
828	0.1995478394	0.9358830146
829	0.1995469722	0.9358830146
830	0.1994711902	0.9358830146
831	0.1991929791	0.9347581552
832	0.1990048159	0.937007874
833	0.1989849883	0.937007874
834	0.1988646148	0.937007874
835	0.198828369	0.937007874
836	0.1985825856	0.937007874
837	0.1985760664	0.9381327334
838	0.1985411738	0.9381327334
839	0.1985346766	0.9381327334
840	0.1985332507	0.9381327334
841	0.1985140057	0.9381327334
842	0.1984185793	0.9381327334
843	0.1983805559	0.9392575928
844	0.1983799661	0.9392575928
845	0.1982188696	0.9381327334
846	0.1982033201	0.9381327334
847	0.1981366937	0.9381327334
848	0.1980499763	0.9381327334
849	0.1975941848	0.9392575928
850	0.1975653246	0.9392575928
851	0.1975637327	0.9392575928
852	0.1972968946	0.9392575928
853	0.1971763165	0.9392575928
854	0.1971493044	0.9392575928
855	0.1970603509	0.9392575928
856	0.1966819884	0.9392575928
857	0.1966704747	0.9392575928
858	0.1964627126	0.9392575928
859	0.1964515747	0.9392575928
860	0.1964354663	0.9392575928
861	0.1963126548	0.9392575928
862	0.1957598381	0.9392575928
863	0.1957575386	0.9392575928
864	0.195711493	0.9392575928
865	0.1956544392	0.9392575928
866	0.1956432795	0.9392575928
867	0.1954433225	0.9392575928
868	0.1954403165	0.9392575928
869	0.1952257117	0.9381327334
870	0.1952160853	0.9381327334
871	0.1951743786	0.9381327334
872	0.1948832349	0.9381327334
873	0.1948747125	0.9381327334
874	0.1948185388	0.9381327334
875	0.1948170358	0.9381327334
876	0.1944963426	0.9392575928
877	0.1944889394	0.9392575928
878	0.1944814829	0.9392575928
879	0.1943473334	0.9381327334
880	0.19409723	0.9381327334
881	0.1939079608	0.9403824522
